FlyBaseID,GeneType,GeneLength (5'-3'intron included),Isoform Number,Exon Number,AverageExon Length,Average Intron Length,Average5UTR Length,Average3UTR Length,Average CDS Length,GC Content,Purine Content,CodonUsageBias ,stAI,EP1,ESI1,EP2,ESI2,EP3,ESI3,EP4,ESI4
FBgn0260760,old singleton,1301,1,3,365,103,299.5,127,366,0.520325203,0.531165312,0.149147,0.3921,13.53307692,0.736474167,12.37931034,0.679563492,401,0.540942928,749,0.473013493
FBgn0260856,old singleton,927,1,2,429,69,144,63,648,0.542242704,0.55453149,0.152953,0.3719,8.560769231,0.831977089,14.89655172,0.553571429,595,0.41995842,423,0.40029985
FBgn0261373,old singleton,920,2,5,237.2,55.5,72,53,645,0.470679012,0.492283951,0.15348,0.359,7.721538462,0.534401647,3.172413793,0.830357143,115,0.485576923,183,0.583743842
FBgn0261445,old singleton,5205,1,3,758.3333333,1465,212,632,1428,0.582809224,0.535290007,0.132277,0.4748,20.92666667,0.903545877,18.96551724,0.708333333,828,0.654772938,1206,0.49440215
FBgn0261479,old singleton,1114,1,1,1114,0,83,122,906,0.580858086,0.530253025,0.174747,0.5298,9.91,0.75194866,11.5862069,0.800420168,621,0.604195804,921,0.729111406
FBgn0261610,old singleton,25024,1,7,613.7142857,3454.666667,362,1240,2691,0.584632517,0.552709725,0.128744,0.3997,1.626410256,0.756216999,5.482758621,0.765306122,95,0.632478632,173,0.492163009
FBgn0261647,old singleton,4793,4,6,813.8333333,476.25,233.6,1156,2556,0.568581477,0.524814381,0.114233,0.3947,6.047435897,0.483308008,5.517241379,0.62755102,151,0.651282051,439,0.7433687
FBgn0261671,old singleton,28563,6,29,627.3793103,513.3103448,513,488,15321,0.505144632,0.526499709,0.0746545,0.4174,7.693333333,0.574353026,7.620689655,0.659863946,159,0.678733032,294,0.471264368
FBgn0261786,old singleton,4405,1,9,427.2222222,70,198.5,622,2823,0.557324841,0.52866242,0.118862,0.4083,2.758717949,0.739164087,10.75862069,0.899825784,388,0.706837607,512,0.75862069
FBgn0261787,old singleton,5424,1,10,489.2,59.11111111,394,535,3960,0.54100429,0.506434519,0.0749384,0.3802,4.771538462,0.634547368,6.689655172,0.812211982,220,0.685897436,393,0.668219944
FBgn0261811,old singleton,21845,4,8,1234.25,7925.5,389.6,1556,3257.25,0.616509028,0.505875609,0.110592,0.4153,7.344615385,0.72027053,8.344827586,0.765625,322,0.703742204,548,0.734537493
FBgn0261983,old singleton,3909,2,7,447.7142857,252.8333333,122,416,2475,0.50259481,0.536127745,0.125701,0.4169,7.917692308,0.678453947,9.137931034,0.671703297,303,0.531772575,288,0.652519894
FBgn0261986,old singleton,3846,1,5,685.8,104.25,620,985,1821,0.490679825,0.572368421,0.144682,0.4091,6.668205128,0.538526466,24.72413793,0.727194492,550,0.697270471,450,0.656013457
FBgn0262844,old singleton,431,1,2,183,65,39,105,219,0.454954955,0.509009009,0.243325,0.4375,1.194102564,0.938148429,0.206896552,0.964285714,16,0.884615385,25,0.818965517
FBgn0263051,old singleton,2536,3,4,1102,54,848.5,54,450,0.536423841,0.582781457,0.204549,0.3839,14.67025641,0.784757699,6.275862069,0.811576355,185,0.49112426,321,0.507389163
FBgn0263216,old singleton,10791,3,7,240.2857143,2063.833333,135,173.5,569,0.540669856,0.515151515,0.19346,0.4638,1.206153846,0.915492626,0.931034483,0.971428571,53,0.962962963,615,0.918598078
FBgn0263278,old singleton,2036,1,3,639.3333333,59,190,249,1476,0.555780933,0.517241379,0.098166,0.4086,8.267435897,0.796681148,8.724137931,0.73452381,397,0.646942801,337,0.811007958
FBgn0034734,old singleton,8731,1,6,1404.166667,61.2,116,107,8199,0.498658864,0.517556693,0.0824529,0.4182,2.557179487,0.735354184,3.931034483,0.866071429,127,0.631410256,186,0.657200811
FBgn0034727,old singleton,1440,1,1,1440,0,77,184,1176,0.568278202,0.514843087,0.0881561,0.4399,7.984871795,0.373847637,9.275862069,0.71547619,476,0.515384615,954,0.486206897
FBgn0017482,old singleton,2347,1,5,391.8,97,28,536,1392,0.537634409,0.513978495,0.124141,0.3991,7.121794872,0.918684947,4.75862069,0.821428571,305,0.660049628,156,0.698275862
FBgn0034741,old singleton,3451,3,4,552.25,1120.5,493,308.5,302,0.540453074,0.563106796,0.198382,0.4168,18.25692308,0.979055295,7.827586207,0.873571429,201,0.854395604,346,0.743481918
FBgn0034766,old singleton,1092,1,2,505.5,81,22,380,606,0.564860427,0.597701149,0.133209,0.3838,0.75974359,0.967155179,0.310344828,0.875,34,0.820512821,36,0.879310345
FBgn0034793,old singleton,1181,2,5,295.6,58.33333333,163.5,45,772.5,0.597168597,0.498069498,0.158443,0.5008,11.82641026,0.744504051,14.62068966,0.869309262,619,0.52090301,850,0.383141762
FBgn0034803,old singleton,1747,2,4,342.5,380.5,80.66666667,241,588,0.566835871,0.494077834,0.147924,0.3513,11.02461538,0.647516431,12.13793103,0.489130435,390,0.386287625,510,0.594827586
FBgn0034802,old singleton,2509,2,3,1525.666667,88,388.5,934.6666667,495,0.648594378,0.558232932,0.204551,0.4597,56.87538462,0.617976473,876.0689655,0.786782285,23900,0.687207901,7510,0.48698695
FBgn0034861,old singleton,11834,4,7,206.4285714,3907.5,105,188,661.5,0.623748212,0.483547926,0.151056,0.4272,3.045897436,0.969416397,0.793103448,0.625,32,0.862637363,234,0.917541229
FBgn0034859,old singleton,5540,1,8,498.75,221.4285714,102.5,170,3612,0.547994467,0.501798064,0.0903711,0.4524,1.246666667,0.570987076,2.482758621,0.801948052,89,0.610576923,99,0.54679803
FBgn0034869,old singleton,1052,1,1,1052,0,81,383,585,0.600340136,0.477891156,0.163343,0.4681,0.281282051,0.996858217,0.413793103,0.964285714,9,0.951923077,15,0.862068966
FBgn0000562,old singleton,11926,2,9,501.6666667,997.625,276.3333333,671,3012,0.55986733,0.539303483,0.115781,0.442,11.96282051,0.574932276,19.65517241,0.678571429,697,0.502307692,634,0.636990596
FBgn0034919,old singleton,1241,1,3,258,233.5,109,74,588,0.566835871,0.487309645,0.133828,0.4587,9.569487179,0.81828114,19.86206897,0.796511628,512,0.441724942,765,0.554858934
FBgn0034925,old singleton,1351,1,3,413,56,99,222,915,0.575163399,0.498910675,0.156165,0.4189,8.658205128,0.52933298,15,0.825772201,563,0.557264957,553,0.745559039
FBgn0034985,old singleton,11172,4,12,501.9166667,1298.272727,292.4,264,4269,0.61329588,0.50678839,0.110686,0.4406,4.556923077,0.828814011,8.793103448,0.621753247,182,0.538461538,367,0.62625139
FBgn0034988,old singleton,1530,1,1,1530,0,374,196,957,0.570833333,0.505208333,0.0793371,0.4453,7.096666667,0.803513065,11.55172414,0.805631868,468,0.564777328,421,0.607505071
FBgn0050418,old singleton,11840,1,8,352.125,1289,193,667,1761,0.603741497,0.514172336,0.0908424,0.3746,1.030769231,0.923307539,2.068965517,0.821428571,49,0.724358974,86,0.540229885
FBgn0005638,old singleton,2786,2,2,2683.5,0,434.5,899,1347,0.631851852,0.564444444,0.199955,0.4328,1.135384615,0.994117305,8.655172414,0.993429919,189,0.856730769,1214,0.931374214
FBgn0034986,old singleton,777,1,2,356.5,64,74,171,465,0.572649573,0.553418803,0.135079,0.4813,13.27538462,0.800066423,12.48275862,0.782212885,482,0.420512821,1193,0.348850575
FBgn0041582,old singleton,6914,3,7,839.5714286,781.8,279.3333333,922,2391,0.597744361,0.512949039,0.0973704,0.4066,5.329487179,0.383573505,13.44827586,0.538265306,336,0.576923077,446,0.582150101
FBgn0035023,old singleton,21541,5,9,614.8888889,5887,460.25,774.4,350.4,0.488888889,0.491666667,0.191093,0.4413,9.462051282,0.786655063,21.20689655,0.568389058,219,0.655594406,151,0.662561576
FBgn0035031,old singleton,1097,1,3,325,61,0,0,972,0.541538462,0.505641026,0.140118,0.3674,0.447179487,0.688854489,0,0.785671573,5,0.974358974,13,0.586206897
FBgn0016687,old singleton,2121,3,8,224,188.6,82,202.5,918,0.542772861,0.525073746,0.117697,0.5048,79.86897436,0.827613175,97.75862069,0.579633205,3484,0.51706076,3473,0.535488506
FBgn0035065,old singleton,1988,1,5,354.4,54,100,142,1527,0.538562092,0.495424837,0.0876128,0.3966,4.857179487,0.869258449,4.551724138,0.830745342,177,0.612980769,424,0.709578544
FBgn0022343,old singleton,1589,4,9,291.8888889,86.33333333,96.66666667,198,798.75,0.596813725,0.575980392,0.156064,0.5042,19.4625641,0.714356757,52.03448276,0.674017258,1618,0.306334842,2052,0.45920942
FBgn0035086,old singleton,7033,3,11,947.7272727,82,400,1839,3242,0.515711645,0.522489217,0.0987748,0.3893,3.367179487,0.88226454,2.310344828,0.864795918,21,0.836538462,54,0.662068966
FBgn0035088,old singleton,1178,3,7,250.7142857,104,46.33333333,109,727,0.522727273,0.523989899,0.11876,0.3827,10.37538462,0.694071763,21.48275862,0.670960187,616,0.414979757,1177,0.533418476
FBgn0004055,old singleton,19676,2,6,875.8333333,3890.5,87.66666667,1558.5,1464,0.497614179,0.532379005,0.08478,0.4009,19.36512821,0.827409296,10.17241379,0.758458647,181,0.690384615,420,0.632183908
FBgn0035073,old singleton,3506,1,4,830.5,61.33333333,272,83,2964,0.49983148,0.510279744,0.0834708,0.4108,2.728205128,0.749362278,2.793103448,0.865546218,87,0.620192308,306,0.733004926
FBgn0023181,old singleton,1675,1,2,807.5,60,122,113,1377,0.560144928,0.487681159,0.0881481,0.3773,2.389487179,0.828384521,2.931034483,0.857142857,127,0.631410256,301,0.793103448
FBgn0028738,old singleton,813,1,2,377.5,58,24,119,609,0.535947712,0.519607843,0.127591,0.4127,3.484871795,0.996194693,1.75862069,0.87012987,121,0.521367521,150,0.730223124
FBgn0015801,old singleton,5403,2,4,703.5,1875,486,280,705,0.60438293,0.477508651,0.140061,0.4264,13.3174359,0.776445685,34,0.833333333,587,0.474038462,785,0.708350644
FBgn0035050,old singleton,2965,2,9,341.2222222,229.4285714,204.25,120,1387.5,0.585263158,0.496140351,0.0737961,0.4141,0.794358974,0.932499546,1.75862069,0.833333333,15,0.894230769,41,0.751724138
FBgn0035092,old singleton,8001,3,7,557.5714286,1317.666667,231,940.6666667,1176,0.595628415,0.503415301,0.113664,0.3866,20.90897436,0.951884759,12.86206897,0.73968254,168,0.607692308,244,0.697931034
FBgn0035101,old singleton,21634,5,8,533.875,3540.857143,190.1428571,609,1996.2,0.567708333,0.507211538,0.10158,0.3968,8.73974359,0.803631161,15.79310345,0.753694581,271,0.489878543,407,0.514687101
FBgn0035107,old singleton,1979,3,7,389.8571429,89,168,121,1316,0.558333333,0.531060606,0.0797762,0.4194,9.498205128,0.643133482,14.34482759,0.673344948,417,0.741452991,1254,0.450139795
FBgn0035122,old singleton,1154,2,3,525.6666667,62,73,320,528,0.534839925,0.519774011,0.22324,0.3712,17.46230769,0.50151807,5.24137931,0.716386555,296,0.682692308,1002,0.526369168
FBgn0035110,old singleton,1052,2,4,260.25,61.33333333,0,62,862.5,0.506343714,0.567474048,0.135006,0.4357,8.317179487,0.598228897,20.48275862,0.635444744,626,0.478533095,1039,0.645052474
FBgn0035102,old singleton,1117,1,1,1117,0,25,81,1008,0.545004946,0.547972305,0.10276,0.4149,0.624871795,0.794793844,4.344827586,0.626623377,167,0.700404858,140,0.595611285
FBgn0035179,old singleton,1721,1,5,291.2,66.25,78,154,1221,0.546568627,0.516339869,0.103418,0.4369,2.337179487,0.882939566,5.482758621,0.924369748,61,0.857988166,176,0.745484401
FBgn0263594,old singleton,4107,1,6,448.5,283.2,126,927,1635,0.536630037,0.552503053,0.149219,0.4608,111.0669231,0.529368641,90.93103448,0.82118451,3950,0.5515286,4381,0.640046817
FBgn0264672,old singleton,1977,2,5,601.2,57,137,69,1560,0.5540627,0.484325016,0.0917924,0.3648,4.492564103,0.639504592,8.620689655,0.62987013,295,0.522727273,480,0.640394089
FBgn0264693,old singleton,11644,12,20,466.3,1079.25,48,1636.666667,2863.75,0.590713902,0.558776167,0.158537,0.403,21.68025641,0.420192404,51.17241379,0.465821813,1168,0.539316239,1147,0.469458128
FBgn0264712,old singleton,5589,3,7,1018.428571,312.5,129.5,1924,747,0.588,0.532,0.0829376,0.4053,4.716923077,0.857755461,8.275862069,0.783613445,273,0.788461538,902,0.766349584
FBgn0265177,old singleton,545,2,3,215,104,87,126,225,0.567901235,0.563786008,0.25509,0.4124,74.11564103,0.711511946,25.37931034,0.649159664,788,0.617521368,1689,0.427801724
FBgn0265178,old singleton,2514,2,5,735.8,103,590,289.5,1188,0.563392107,0.523929471,0.132822,0.466,22.73282051,0.792115301,564.8275862,0.539951574,6955,0.678918528,3761,0.507289038
FBgn0265191,old singleton,10339,6,11,452.3636364,1424.833333,167.3333333,759.3333333,1277,0.548571429,0.523333333,0.163695,0.4199,16.68897436,0.932493715,28.10344828,0.712301587,1249,0.479874776,1093,0.675533662
FBgn0265193,old singleton,1402,1,2,674.5,53,102,101,1143,0.545375218,0.519197208,0.129921,0.4188,3.48,0.881070611,9.206896552,0.763265306,242,0.633779264,308,0.591954023
FBgn0265512,old singleton,3016,3,3,2468.666667,0,708.5,517,1377,0.573913043,0.534782609,0.120636,0.4173,23.34897436,0.678364271,33.51724138,0.842857143,656,0.692834563,888,0.661059714
FBgn0266449,old singleton,2972,3,8,328.625,350.5,150.5,374.5,828,0.560770156,0.439229844,0.174531,0.4475,52.13333333,0.633154917,33.93103448,0.486607143,1065,0.355769231,2012,0.483853311
FBgn0266668,old singleton,2527,2,7,343.1428571,56.16666667,28,199,2014.5,0.527488856,0.547300644,0.143902,0.4314,6.962564103,0.38543781,7.172413793,0.54047619,191,0.473372781,320,0.385395538
FBgn0266672,old singleton,4066,1,9,373.6666667,87.875,179,226,2955,0.535496957,0.529749831,0.0963298,0.4085,9.182307692,0.415956504,9.172413793,0.67032967,317,0.586894587,595,0.479962721
FBgn0266673,old singleton,2708,1,6,396.6666667,65.6,83,164,2130,0.481950305,0.538209095,0.100152,0.4366,6.429230769,0.409064054,5.034482759,0.634615385,163,0.590659341,325,0.411877395
FBgn0266757,old singleton,6754,7,31,444.1612903,83.81818182,324.35,326,3500.142857,0.492718447,0.509708738,0.0728214,0.4079,0.268205128,0.997552659,0.517241379,0.901785714,8,0.976923077,22,0.844827586
FBgn0267376,old singleton,5288,8,9,609.3333333,1400.75,137.25,922,517.5,0.590111643,0.503987241,0.147888,0.4546,31.5225641,0.836989331,22.31034483,0.656908665,574,0.441787942,887,0.647315583
FBgn0267824,old singleton,16126,1,4,658,4498,394,549,1686,0.584369449,0.515097691,0.157522,0.3807,13.53667056,0.748722088,20.4137931,0.777874564,694,0.607940447,913,0.48215366
FBgn0283438,old singleton,4377,2,7,561.1428571,295.6,145,614,1596,0.548467792,0.513445904,0.135318,0.4822,13.53667056,0.748722088,26.68965517,0.812788018,592,0.387912088,934,0.506500848
FBgn0283652,old singleton,1335,2,6,234.5,57.5,56,93,891,0.501118568,0.549217002,0.0942451,0.3705,13.53667056,0.748722088,4.448275862,0.651785714,149,0.465384615,204,0.565517241
FBgn0284252,old singleton,5813,3,7,730,460.25,247,450,3039,0.540433925,0.551282051,0.140121,0.4275,13.53667056,0.748722088,57.96551724,0.922652677,1076,0.493927126,1268,0.660772178
FBgn0285958,old singleton,3916,2,8,478.625,67.16666667,664.6666667,112,1482,0.488888889,0.521885522,0.150279,0.4288,13.53667056,0.748722088,4.068965517,0.93537415,146,0.822485207,343,0.857951621
FBgn0286198,old singleton,4785,2,9,440.6666667,184.2857143,125,467.5,2784,0.536777897,0.512737711,0.112566,0.4458,13.53667056,0.748722088,9,0.908023483,366,0.855644356,802,0.743375681
FBgn0286506,old singleton,1587,1,3,470,88.5,78,63,1188,0.534005038,0.540722082,0.117942,0.4829,13.53667056,0.748722088,20.51724138,0.744618395,794,0.608342362,909,0.586699507
FBgn0286511,old singleton,13263,6,15,450.5333333,1649.071429,246.7142857,320,3868,0.51965812,0.523809524,0.0501137,0.4094,13.53667056,0.748722088,8.862068966,0.840425532,277,0.575250836,332,0.665183537
FBgn0287695,old singleton,1415,2,4,591.25,52,134.5,145,900,0.543743079,0.503875969,0.101136,0.429,13.53667056,0.748722088,7.896551724,0.708571429,361,0.630090498,269,0.735261402
FBgn0035227,old singleton,10621,5,24,207.5833333,503.4230769,126,100,4500.6,0.548651564,0.514347357,0.0786484,0.4379,4.99974359,0.415444862,13.51724138,0.694250871,252,0.725806452,387,0.540229885
FBgn0043458,old singleton,5693,2,11,410.1818182,276.25,191,593.5,2337,0.569269521,0.498740554,0.103622,0.436,8.493589744,0.563132726,11.62068966,0.647465438,486,0.741758242,717,0.54969574
FBgn0035193,old singleton,1187,1,1,1187,0,84,167,933,0.556623932,0.545940171,0.248262,0.3849,3.495384615,0.959511908,2.034482759,0.944099379,79,0.956340956,380,0.956947562
FBgn0035237,old singleton,24147,4,9,1224.666667,6058,437.2,459.6666667,6057,0.575412541,0.529867987,0.118244,0.4233,7.957179487,0.628140317,16,0.587837838,310,0.596866097,662,0.558908046
FBgn0035252,old singleton,1489,3,7,273,76.5,56,313,637,0.553385417,0.4453125,0.148724,0.4644,49.19769231,0.831281727,37.34482759,0.802710843,1453,0.61509324,1426,0.434819176
FBgn0035254,old singleton,1457,2,4,410.5,54.5,113,244.5,882,0.542372881,0.618079096,0.11417,0.5109,2.102564103,0.834502924,12.72413793,0.777310924,385,0.58974359,383,0.634273772
FBgn0027790,old singleton,12316,2,6,267.1666667,2780,92.5,101,709.5,0.587301587,0.527210884,0.206563,0.4508,12.11435897,0.857364058,43.72413793,0.721230159,559,0.616892911,1351,0.765198326
FBgn0026372,old singleton,2367,2,8,233.125,174.3333333,28,102.1666667,831,0.629496403,0.541966427,0.382667,0.5892,177.825641,0.81236889,3049.793103,0.447389777,67713,0.443182418,67960,0.375840747
FBgn0035251,old singleton,1469,1,4,314.25,70.66666667,101,205,948,0.590956887,0.521556257,0.163244,0.4782,14.66974359,0.640269906,75.03448276,0.658460472,1681,0.335702341,1418,0.559758955
FBgn0035245,old singleton,6123,2,5,657.8,1150,116.3333333,334,2016,0.53739475,0.483407628,0.115527,0.4195,1.328461538,0.874992698,5.896551724,0.78125,42,0.634615385,73,0.614942529
FBgn0035246,old singleton,2587,1,1,2587,0,428,1421,735,0.586720867,0.543360434,0.109064,0.4734,13.85179487,0.842666186,93.75862069,0.880093864,610,0.647435897,1016,0.684137931
FBgn0035238,old singleton,1949,3,4,606.75,307.5,62.5,434,726,0.572377158,0.541832669,0.146023,0.4117,6.411794872,0.884402347,11.75862069,0.776595745,379,0.596736597,698,0.487460815
FBgn0035283,old singleton,1883,3,4,1223.75,92,80,863,845,0.616609784,0.552901024,0.206392,0.4757,9.291282051,0.53376468,38.20689655,0.631924198,697,0.576259947,553,0.610727969
FBgn0035294,old singleton,1805,1,3,560.6666667,61.5,108,137,1434,0.594293667,0.610995129,0.144256,0.5027,2.861794872,0.435348936,20.31034483,0.588145897,559,0.538461538,816,0.687100894
FBgn0035295,old singleton,2698,2,6,414,61.25,88.33333333,149,2067,0.525120773,0.573913043,0.113371,0.3954,0.983076923,0.81956428,5.310344828,0.863839286,184,0.730769231,261,0.744160178
FBgn0035298,old singleton,3663,3,6,425.6666667,477.8,237.25,126,1468,0.557704707,0.528046422,0.170831,0.5308,21.09666667,0.780495602,7.793103448,0.736772487,599,0.805749806,1010,0.689655172
FBgn0035313,old singleton,1747,1,3,517.3333333,97.5,52,27,1470,0.538357094,0.479972845,0.135086,0.4188,0.181794872,0.956955586,0.344827586,0.946428571,62,0.740384615,96,0.827586207
FBgn0035315,old singleton,1077,2,3,558.3333333,61,210.6666667,205,313.5,0.562318841,0.504347826,0.211709,0.54,0.032564103,0.921875,0,0.785671573,10,0.983516484,447,0.896859606
FBgn0015359,old singleton,1467,2,5,288.8,61,119,249,786,0.590621039,0.501901141,0.136493,0.4323,6.118205128,0.904080817,21.79310345,0.842796093,674,0.52,903,0.680642633
FBgn0035346,old singleton,3810,4,5,488.8,1170.5,190.6,543,945,0.609704641,0.505274262,0.118867,0.4147,7.196666667,0.927505721,23.89655172,0.926683449,394,0.579254079,530,0.668965517
FBgn0016794,old singleton,6177,2,8,583.25,515,449.5,544,2514,0.566173682,0.521046644,0.126779,0.4317,5.481794872,0.636429952,7.344827586,0.862824675,337,0.668131868,388,0.723336006
FBgn0062517,old singleton,1218,1,2,581,56,89,149,921,0.543290043,0.523809524,0.15409,0.455,0.618717949,0.997582758,20.03448276,0.979174776,286,0.694711538,141,0.748478702
FBgn0035359,old singleton,1825,2,3,876.6666667,168,73,399.5,888,0.590347924,0.535353535,0.249323,0.4952,55.41589744,0.939565724,11.51724138,0.797142857,850,0.649267399,760,0.764308567
FBgn0035358,old singleton,1241,1,2,467,307,78,229,624,0.590111643,0.507177033,0.160639,0.4786,75.47666667,0.958949721,11.82758621,0.914427157,679,0.826141338,653,0.745800177
FBgn0035374,old singleton,1207,1,2,572,63,114,49,978,0.573904179,0.535168196,0.140123,0.4688,8.291538462,0.44305761,11.44827586,0.626847291,579,0.520572451,864,0.502463054
FBgn0035397,old singleton,19274,16,28,270.8928571,1749.923077,168.375,875.6666667,2312.25,0.557522124,0.490096924,0.107144,0.3896,19.97282051,0.612038889,54.48275862,0.531887755,1154,0.752109181,1084,0.54903717
FBgn0024194,old singleton,1673,1,1,1673,0,19,151,1500,0.522288756,0.473053892,0.116503,0.4003,6.133589744,0.690223958,3.482758621,0.891428571,203,0.627530364,338,0.69168357
FBgn0052278,old singleton,2482,1,3,281.6666667,818.5,79,430,333,0.508928571,0.636904762,0.337976,0.5054,19.30615385,0.790516545,19.17241379,0.584415584,367,0.656964657,1036,0.609195402
FBgn0035428,old singleton,5220,1,3,481.3333333,1888,241,207,993,0.5562249,0.529116466,0.129052,0.4069,0.020512821,0.894736842,0.137931034,0.964285714,24,0.961538462,338,0.937356322
FBgn0035462,old singleton,2381,1,3,757.3333333,54.5,102,274,1893,0.495253165,0.508966245,0.105779,0.4093,2.264358974,0.610582808,2.379310345,0.846153846,105,0.634615385,170,0.725952813
FBgn0026592,old singleton,2260,2,5,371.8,220,193.5,575,750,0.524568393,0.479415671,0.128642,0.4273,26.35153846,0.857842607,21.13793103,0.866002215,157,0.796923077,175,0.793103448
FBgn0035519,old singleton,2214,1,6,309.8333333,71,113,171,1572,0.537142857,0.48952381,0.104948,0.4393,22.19769231,0.710734101,18.13793103,0.75533049,582,0.623931624,928,0.482758621
FBgn0015829,old singleton,1312,2,6,233.3333333,65.75,212.5,58,811.5,0.530147895,0.546075085,0.197017,0.4803,6.618461538,0.672348537,13.62068966,0.673992674,294,0.41025641,483,0.637931034
FBgn0035520,old singleton,1174,2,3,556,59,104,248.5,582,0.574358974,0.615384615,0.124884,0.5034,7.658205128,0.686802319,35.79310345,0.794990724,734,0.525174825,726,0.587438424
FBgn0040699,old singleton,850,1,2,247.5,355,100,74,318,0.520249221,0.520249221,0.212986,0.4219,0.029487179,0.996352267,0.310344828,0.928571429,5,0.942307692,229,0.97080089
FBgn0052240,old singleton,766,1,3,215,60.5,143,64,435,0.511415525,0.529680365,0.202706,0.3905,12.96076923,0.998847968,11.4137931,0.97832871,243,0.874493927,489,0.856987296
FBgn0035578,old singleton,2318,3,5,551.2,617.25,408.4,288,363,0.532520325,0.552845528,0.131645,0.363,5.046153846,0.79355411,3.379310345,0.968406593,56,0.955621302,278,0.948120534
FBgn0030258,old singleton,1386,3,6,309.6666667,180.3333333,51,342.5,539,0.569369369,0.484684685,0.165183,0.4746,39.57538462,0.953400304,14.13793103,0.799539171,174,0.882826476,191,0.851532567
FBgn0003411,old singleton,779,1,1,779,0,67,142,567,0.59122807,0.535087719,0.168596,0.3644,0.44,0.991173459,0.068965517,1,28,0.903846154,362,0.917821463
FBgn0030457,old singleton,3251,3,4,1256.25,56,174,817.5,1518,0.51808021,0.496383958,0.133199,0.4517,7.800769231,0.723743884,3.206896552,0.758928571,115,0.547008547,344,0.75862069
FBgn0030474,old singleton,2692,2,4,1273.5,78,57,906.6666667,1161,0.556701031,0.589347079,0.178911,0.4677,2.079230769,0.609529194,7.724137931,0.614661654,188,0.586538462,213,0.602434077
FBgn0030508,old singleton,6534,3,10,651.5,407,301.6666667,1159.5,1898,0.600096479,0.500241196,0.141678,0.3628,1.80974359,0.85528739,4.172413793,0.795634921,32,0.730769231,59,0.627586207
FBgn0030729,old singleton,1296,1,2,548,200,43,138,912,0.518032787,0.510382514,0.205747,0.3954,0.048974359,0.92965587,0.413793103,0.988095238,14,0.978632479,88,0.896551724
FBgn0030834,old singleton,1131,1,2,535.5,60,70,226,702,0.591489362,0.608510638,0.15108,0.4822,4.786666667,0.605713771,10.20689655,0.764652015,535,0.626923077,790,0.58045977
FBgn0030850,old singleton,4675,2,5,655.4,931,445,833.5,741,0.547248183,0.482866044,0.130812,0.4618,26.80717949,0.613770707,14.79310345,0.741071429,500,0.601398601,589,0.636240703
FBgn0030900,old singleton,1315,1,2,460,395,107,234,576,0.590673575,0.587219344,0.157867,0.4094,0.135128205,0.985284958,0.379310345,0.957142857,21,0.971153846,324,0.872563718
FBgn0004957,old singleton,2334,3,4,1609,77,99.5,351.25,1575,0.613434728,0.475285171,0.139982,0.4027,4.188461538,0.496921182,2.344827586,0.732142857,135,0.733031674,344,0.704980843
FBgn0030998,old singleton,3389,2,6,500.5,173.25,437.5,127,1842,0.613550136,0.47804878,0.109119,0.4158,4.895384615,0.952560497,1.103448276,0.908730159,78,0.850961538,92,0.790450928
FBgn0031020,old singleton,4660,2,7,633.2857143,129.4,500.5,702,2670,0.58436214,0.521885522,0.161665,0.5098,8.973846154,0.684951816,33.65517241,0.826988879,1275,0.604492852,1589,0.628607918
FBgn0031062,old singleton,2242,1,4,513.25,63,235,75,1740,0.554790591,0.605851979,0.139841,0.4876,2.377948718,0.816828552,7.24137931,0.86525974,307,0.566153846,431,0.74867374
FBgn0036959,old singleton,4046,2,4,296,1821.333333,132.6666667,174,609,0.491830065,0.522875817,0.169496,0.3997,3.572820513,0.597946385,2.068965517,0.840909091,81,0.593406593,180,0.724137931
FBgn0036958,old singleton,8731,8,20,555.35,477.6666667,188,403.6666667,3413.25,0.567985448,0.538199181,0.192744,0.3877,3.625384615,0.590115382,12.37931034,0.689189189,346,0.579575597,548,0.573591253
FBgn0020389,old singleton,15633,8,11,340.2727273,3724.8,183,314,1898.625,0.590678825,0.526342452,0.128951,0.4777,7.408717949,0.893639394,11.17241379,0.65,303,0.662531017,803,0.797819039
FBgn0036915,old singleton,2205,2,4,824.75,61.5,164.6666667,176,1689,0.559821925,0.572621035,0.152016,0.442,5.415384615,0.593457944,13.10344828,0.696428571,419,0.602910603,832,0.641473784
FBgn0036886,old singleton,2348,1,4,539,64,56,78,2019,0.512363996,0.519287834,0.0891719,0.4095,4.422307692,0.58308491,2.103448276,0.793650794,124,0.740384615,486,0.593466425
FBgn0036834,old singleton,4778,1,6,218.1666667,693.8,125.5,71,984,0.51266464,0.472137791,0.107352,0.4326,14.35153846,0.859996791,4.793103448,0.704761905,138,0.743589744,193,0.844334975
FBgn0036811,old singleton,768,1,2,356.5,55,47,135,528,0.532956685,0.576271186,0.265056,0.453,5.855128205,0.447393773,7.551724138,0.783410138,286,0.659151194,908,0.708333333
FBgn0036813,old singleton,1797,1,4,305.25,192,131,97,990,0.549848943,0.555891239,0.120569,0.469,15.75641026,0.649104391,48.93103448,0.639787946,1153,0.497654784,1437,0.512885662
FBgn0014075,old singleton,5499,1,2,2658,183,203,466,4644,0.501829137,0.515601463,0.0984329,0.4218,22.23333333,0.787679301,12.06896552,0.697876448,392,0.581585082,612,0.479128857
FBgn0011706,old singleton,901,1,1,901,0,200,503,195,0.565656566,0.54040404,0.229092,0.359,0.793846154,0.869635628,13.51724138,0.941119691,152,0.866515837,380,0.857409133
